work_year,experience_level,job_title,company_location,company_size,salary_in_usd
2023,2,6,66,1,280700
2022,3,3,66,1,80000
2023,3,5,66,1,156400
2022,3,5,66,1,125000
2020,2,5,66,1,118000
2022,2,4,25,1,92350
2023,3,4,66,1,289800
2022,2,8,18,2,84053
2023,3,3,66,1,64980
2023,2,6,66,1,160000
2020,0,5,66,2,105000
2023,3,3,66,1,130000
2023,0,6,66,1,145885
2022,2,6,66,1,180000
2022,3,4,66,1,185900
2022,3,3,66,1,192500
2022,0,3,66,0,46000
2022,3,3,22,1,50432
2023,3,4,66,1,205600
2023,3,5,10,1,258000
2021,3,5,66,0,220000
2022,3,5,66,1,148000
2022,3,5,66,1,186000
2022,2,4,66,1,118000
2022,2,3,35,1,17805
2023,3,4,18,2,107309
2023,0,4,59,2,130000
2023,0,5,12,0,121093
2023,3,5,66,1,102500
2023,3,3,66,1,140000
2023,3,6,66,1,203500
2022,2,4,66,1,85000
2023,0,1,66,0,130760
2023,3,6,66,1,188800
2023,3,5,66,1,145000
2022,3,1,66,1,192000
2023,3,4,66,1,150000
2022,3,5,66,1,120000
2023,3,3,66,1,110000
2023,3,5,66,1,182000
2023,3,6,10,1,158000
2022,3,5,66,1,155000
2023,3,5,66,1,84000
2022,2,3,25,1,49253
2021,2,5,18,0,90734
2022,3,4,66,1,100000
2023,0,3,66,1,100000
2022,0,6,56,0,21013
2022,3,4,66,1,130000
2022,0,5,66,1,80000
2021,3,4,10,0,127221
2022,2,5,25,1,86193
2023,0,4,66,1,155000
2022,2,5,35,0,13989
2022,3,6,66,1,119000
2023,3,3,66,1,165000
2023,3,6,66,1,318300
2023,3,3,66,1,110600
2023,3,5,66,1,105000
2021,0,5,24,1,49646
2023,2,5,66,1,82920
2023,3,5,66,1,180000
2023,3,4,66,1,180000
2023,3,5,66,1,237000
2020,2,6,56,1,50180
2022,3,5,66,1,225000
2022,3,4,66,1,250000
2022,3,5,66,1,141525
2022,3,4,66,1,175000
2023,0,0,6,0,70000
2022,0,3,66,1,20000
2022,3,6,47,1,185000
2022,3,5,66,1,149850
2022,3,4,66,1,140000
2023,3,3,66,1,145000
2022,3,5,66,1,191475
2023,3,5,66,1,134000
2023,3,4,66,0,240500
2022,3,4,66,1,190000
2023,3,4,66,1,221484
2023,2,3,66,1,150000
2023,3,4,66,1,188500
2023,2,3,66,1,150000
2023,3,5,66,1,191765
2023,3,4,66,1,231250
2022,0,3,66,0,50000
2023,3,6,66,1,284310
2022,3,3,66,1,112900
2023,3,3,35,2,15806
2020,0,5,24,2,51321
2022,2,4,25,1,67723
2023,2,3,66,1,85000
2022,2,7,66,1,98000
2022,3,3,66,1,81666
2023,3,6,66,1,288000
2023,3,3,66,1,192500
2020,3,5,66,0,412000
2023,2,3,66,1,110000
2020,2,4,5,0,74130
2023,3,6,66,1,240000
2023,3,5,66,1,237000
2022,3,1,66,0,108000
2023,2,4,66,1,100000
2022,2,4,25,1,61566
2023,3,8,66,1,136000
2023,3,4,66,1,185900
2022,2,4,66,1,170000
2021,2,4,64,1,12103
2022,3,3,66,1,123648
2022,3,4,66,1,170000
2022,3,4,66,1,106800
2023,3,4,66,1,138750
2022,2,4,66,1,160000
2023,1,4,66,1,115500
2022,2,3,66,1,124000
2023,3,4,66,1,115000
2023,3,6,66,1,204500
2022,2,1,66,1,135000
2023,3,6,66,1,172200
2023,2,4,66,1,70000
2023,3,5,22,1,38631
2022,3,4,66,1,145000
2023,3,6,66,1,147000
2023,3,4,66,1,153600
2022,2,5,66,1,90000
2022,3,4,66,1,166000
2023,0,8,66,1,100000
2022,3,5,66,0,380000
2023,3,5,66,1,300240
2023,2,4,66,1,162500
2023,3,5,66,1,245000
2023,3,4,66,1,133300
2023,3,3,66,1,148700
2022,2,5,66,1,200000
2022,2,5,50,1,89306
2023,3,3,66,1,190000
2023,3,4,66,1,170000
2023,3,8,66,1,215000
2023,2,3,66,1,182500
2023,3,5,66,1,120000
2023,3,4,66,1,160000
2023,3,6,66,1,280000
2023,3,3,66,1,185000
2022,3,4,66,1,160000
2022,2,4,66,1,130000
2022,3,3,66,1,81666
2021,2,6,38,2,77364
2022,2,5,24,1,63040
2023,3,5,66,1,160000
2023,3,1,66,0,136000
2022,3,4,66,1,102000
2022,1,4,66,1,157000
2023,1,3,66,1,155000
2023,2,3,66,1,80000
2023,3,5,66,1,215050
2023,3,5,66,1,129300
2023,3,3,66,1,145000
2022,3,4,66,1,70000
2022,3,5,66,1,243225
2022,3,4,66,1,164000
2023,3,4,66,1,237000
2023,3,8,66,1,94192
2022,3,5,66,1,191475
2023,3,6,66,1,186000
2023,3,5,22,1,48289
2023,3,4,66,1,130000
2022,3,4,66,1,63000
2022,3,5,66,1,140000
2023,3,4,66,1,175000
2022,3,4,66,1,136000
2022,3,4,66,1,266400
2023,3,5,10,1,120000
2023,3,6,66,1,212200
2022,3,4,66,1,80000
2022,3,4,66,1,185900
2022,3,6,66,1,220000
2022,0,3,18,0,60938
2023,3,5,66,1,210000
2023,3,4,66,1,190000
2022,3,5,66,1,205000
2021,2,5,9,2,12901
2023,3,4,66,1,94300
2022,2,5,66,0,108000
2022,3,6,66,1,164996
2023,3,5,66,1,205000
2023,0,6,66,1,220000
2021,2,5,35,2,9466
2023,0,4,66,1,62000
2023,3,5,66,1,115000
2023,3,3,66,1,100500
2022,2,5,24,1,52533
2023,3,3,18,1,71897
2023,3,4,66,1,150000
2023,3,4,66,1,140000
2022,3,3,10,1,130000
2022,3,1,66,1,150000
2023,3,4,66,1,130000
2023,3,3,10,1,175000
2022,3,4,66,1,210000
2022,3,5,66,1,129300
2022,3,5,66,1,165000
2023,3,5,42,1,77262
2023,3,3,66,1,153600
2023,3,3,66,2,80000
2023,3,6,66,1,142200
2022,3,4,66,1,129300
2023,3,4,66,1,85000
2022,3,4,66,1,129300
2022,3,3,66,1,169000
2022,0,4,66,2,65000
2023,3,4,66,1,217000
2023,3,6,66,1,142200
2022,3,3,66,1,99000
2023,3,1,66,1,165750
2023,3,4,66,1,104000
2023,3,4,66,1,129000
2022,2,3,66,1,135000
2023,3,5,66,1,239748
2020,0,3,49,2,10000
2023,3,6,66,1,204500
2022,3,4,66,1,153600
2023,3,5,66,1,156400
2022,2,5,66,0,153000
2022,3,4,66,1,200100
2021,2,4,66,0,180000
2022,0,3,66,0,48000
2022,3,3,66,0,405000
2023,2,4,66,1,140000
2022,3,4,66,1,101570
2022,3,4,66,1,190000
2022,3,4,66,1,140250
2023,3,3,66,1,80000
2022,3,5,66,1,156400
2022,3,5,66,1,153000
2023,3,5,66,1,145000
2022,3,5,66,1,141525
2023,3,5,66,1,183000
2022,3,4,10,1,161311
2022,2,6,25,1,104663
2023,3,5,66,1,245100
2022,3,5,66,1,150000
2022,3,3,66,1,166700
2023,3,5,66,1,156400
2023,3,4,66,1,180000
2023,3,3,66,1,85500
2022,2,3,66,1,150000
2022,3,4,66,1,115000
2021,3,3,66,0,170000
2022,3,6,66,1,120000
2021,2,4,66,0,112000
2022,2,4,25,1,110820
2023,3,5,66,1,148750
2023,3,5,66,1,104000
2023,3,5,66,1,175000
2023,3,4,66,1,129000
2022,2,3,66,1,85000
2023,3,1,66,0,222200
2021,2,5,49,0,50000
2022,3,3,66,1,130050
2022,3,3,66,1,99450
2023,0,4,66,1,160000
2022,3,5,66,0,180000
2022,3,4,66,1,135000
2023,2,6,66,1,150450
2022,3,3,66,1,90320
2023,2,5,66,1,70000
2023,3,6,66,1,170000
2023,3,6,66,1,170000
2023,0,8,66,1,100000
2023,3,4,66,1,178500
2022,3,5,66,1,191475
2023,3,5,66,1,190000
2022,3,4,25,1,82280
2022,3,3,66,1,149000
2021,3,3,10,1,71786
2023,3,6,10,1,260000
2023,3,4,66,1,147000
2023,3,3,66,1,120000
2022,3,4,66,1,250000
2023,3,4,66,1,117000
2022,3,4,66,1,105200
2023,3,8,66,1,250000
2022,0,6,12,2,56536
2022,0,6,18,2,33000
2023,3,4,66,1,152500
2022,3,3,66,1,129000
2023,3,5,10,1,190000
2023,2,4,66,1,100000
2023,3,5,66,1,156400
2022,3,5,66,1,129300
2022,3,4,66,1,78000
2023,3,3,66,1,180000
2022,3,5,66,1,140000
2021,2,6,38,2,63711
2023,2,7,66,1,120000
2022,3,4,66,1,95000
2023,3,5,66,1,218500
2022,3,5,66,1,135000
2023,3,5,22,1,38631
2023,3,5,66,1,120000
2022,3,5,66,1,230000
2022,3,5,66,1,104000
2023,3,4,66,1,252000
2023,2,0,66,1,200000
2022,0,3,66,1,100000
2023,3,4,66,1,175000
2023,2,3,10,1,130000
2023,3,4,66,1,129000
2023,2,4,66,1,167500
2023,3,5,66,1,149076
2022,2,4,27,1,52533
2022,3,4,66,0,131300
2023,3,5,66,1,149076
2023,0,4,66,1,120000
2022,3,4,66,1,185900
2022,3,5,66,1,120000
2023,3,4,66,1,180000
2022,3,4,66,1,300000
2023,3,6,10,0,53654
2023,2,3,66,1,120000
2022,0,3,10,1,67000
2023,3,3,66,1,165000
2022,3,5,66,1,185000
2023,3,5,66,1,225900
2023,2,6,66,1,175000
2023,1,5,66,1,249300
2022,3,5,66,0,192000
2023,3,5,66,1,299500
2022,3,4,66,1,85000
2023,0,4,66,1,85000
2023,3,5,66,1,94000
2021,2,3,66,1,100000
2022,0,6,66,0,115000
2023,3,3,66,1,148500
2023,2,3,66,1,130000
2021,3,3,52,2,50000
2023,2,3,25,1,78990
2023,3,3,66,1,94000
2023,0,4,67,0,12000
2023,2,4,66,1,130000
2023,3,4,66,1,130000
2023,3,4,66,1,291500
2023,3,4,66,1,199000
2021,2,4,25,0,72212
2023,3,8,66,1,200000
2023,3,4,66,1,81500
2023,3,5,66,1,275300
2022,3,4,66,1,193000
2023,3,4,66,1,115000
2022,3,4,66,1,70500
2022,3,3,22,1,36773
2022,3,4,66,1,130000
2022,3,3,66,1,131000
2023,3,5,66,1,370000
2020,0,5,24,1,39916
2022,3,3,66,1,105000
2023,3,8,66,1,180000
2022,3,4,66,0,113000
2021,3,3,66,0,120000
2023,3,4,66,1,160000
2023,3,4,66,0,105700
2021,2,1,66,0,423000
2022,2,1,66,1,75000
2020,0,6,66,0,250000
2022,3,3,66,1,110600
2023,3,8,66,1,200000
2022,3,4,66,1,129300
2023,3,3,66,1,105500
2023,2,4,22,1,66531
2023,3,3,66,1,106000
2022,2,4,66,1,75000
2023,3,4,66,1,226700
2022,3,5,66,0,159200
2022,3,5,66,1,129300
2023,3,3,66,1,85000
2022,3,4,66,1,138750
2023,2,3,66,1,52500
2023,3,5,66,1,110000
2023,3,5,10,1,90000
2023,3,5,10,1,72000
2023,3,4,66,1,140000
2023,2,3,25,1,78990
2023,3,3,66,1,93919
2023,3,4,66,1,94000
2022,3,6,66,1,150000
2023,3,6,66,1,90700
2023,3,6,66,1,215000
2023,3,5,66,1,145000
2022,3,5,66,1,185400
2020,3,4,66,0,188000
2023,3,3,66,1,169000
2021,0,8,25,0,82528
2023,3,3,66,1,106020
2022,2,5,66,1,225000
2023,1,4,66,1,200000
2021,0,4,66,0,80000
2023,3,4,66,1,213120
2023,3,5,66,1,239748
2023,2,4,66,1,120000
2023,3,6,66,2,200000
2023,2,8,66,1,150000
2022,2,4,66,1,95000
2022,2,4,9,1,48000
2023,2,6,66,1,130000
2022,3,3,66,1,109280
2022,3,4,66,1,345600
2022,3,4,66,1,191200
2022,3,4,22,1,36773
2023,3,6,66,1,304000
2022,3,4,66,1,175000
2022,3,4,66,1,243900
2022,3,3,22,1,50432
2023,3,5,22,0,85847
2023,3,5,66,1,225000
2023,2,6,2,2,50000
2023,2,3,25,1,51039
2023,3,5,66,1,136000
2023,2,4,66,1,120000
2022,3,4,66,1,129400
2022,3,4,66,1,90000
2023,3,4,66,1,81500
2023,2,4,25,1,66837
2023,3,6,66,1,318300
2022,3,5,66,1,141525
2023,3,5,66,1,170000
2022,3,4,66,1,134000
2022,3,3,66,1,169000
2022,0,6,66,0,180000
2022,3,6,66,1,85000
2022,3,4,66,1,145000
2022,3,3,66,1,169000
2022,2,3,66,2,58000
2023,3,5,66,1,170000
2023,3,4,66,1,133832
2023,0,3,66,1,75000
2023,3,4,66,1,129000
2023,2,4,25,1,85066
2022,2,4,25,1,73880
2023,3,3,66,1,180180
2023,3,3,66,1,105500
2022,3,3,66,1,66000
2022,2,5,64,1,10000
2021,3,5,35,0,54094
2023,2,3,25,1,72914
2023,3,4,66,1,120000
2023,3,6,66,1,235000
2020,2,4,66,0,106000
2022,2,4,66,1,175000
2022,2,5,66,1,78000
2022,2,4,66,1,160000
2023,3,4,66,1,180000
2023,3,5,66,1,149076
2021,2,5,25,0,56256
2023,3,6,66,1,126000
2022,3,5,66,1,138600
2023,2,3,66,0,105000
2023,0,3,27,0,12877
2022,3,3,66,1,130000
2023,3,4,66,1,174500
2023,3,3,66,1,106800
2023,3,4,66,1,220000
2021,2,5,66,1,150000
2021,0,3,66,2,60000
2023,3,6,66,1,139500
2022,3,5,66,1,155000
2022,2,1,66,0,112300
2022,3,5,66,1,101570
2022,2,5,24,1,52533
2022,2,5,66,1,130000
2023,3,8,66,1,120000
2021,3,8,10,0,96113
2022,2,6,18,1,84053
2022,3,3,66,1,135000
2022,3,7,66,1,200000
2023,3,4,66,1,105200
2023,2,6,66,1,145000
2022,3,4,66,1,122600
2023,3,3,66,1,85000
2022,3,5,66,1,141525
2022,2,5,66,1,145000
2022,2,5,25,1,61566
2022,3,4,66,0,177600
2023,2,5,66,1,51962
2023,3,4,25,1,101228
2021,3,4,25,2,103160
2023,3,3,66,1,128500
2021,2,6,22,2,47282
2021,3,3,19,0,88654
2023,3,3,66,1,112000
2022,3,4,66,0,100800
2022,3,3,66,1,115000
2022,3,5,22,1,37824
2023,3,6,18,1,275000
2023,3,5,66,1,147100
2023,3,4,66,1,214200
2021,2,6,61,0,24823
2023,3,4,25,1,138000
2023,3,6,66,1,153088
2021,0,8,4,1,20000
2023,3,2,66,1,156400
2023,3,4,66,1,167580
2023,3,3,66,1,80000
2022,3,6,66,0,190000
2023,2,3,66,1,100000
2023,1,4,66,1,115000
2022,0,6,66,1,140250
2023,3,5,66,1,135000
2022,0,3,66,0,50000
2023,3,3,66,1,170550
2023,0,5,66,1,124234
2022,3,6,66,1,164996
2021,0,2,35,0,5409
2022,3,5,66,1,185900
2022,3,4,66,0,183600
2023,3,3,66,1,85500
2022,3,4,66,1,85000
2022,3,6,66,1,148800
2022,3,5,66,1,191475
2022,3,5,66,0,177000
2022,3,4,66,1,170000
2022,3,3,66,0,115000
2022,3,3,66,1,139600
2023,3,4,25,1,92000
2023,2,5,66,1,183310
2022,3,5,66,1,180000
2022,3,4,66,1,138750
2023,2,4,66,1,120000
2021,0,5,24,0,36643
2022,3,4,66,1,180000
2022,3,4,66,1,156600
2023,3,3,66,1,55000
2022,3,5,66,1,172200
2020,3,5,66,2,190000
2023,3,4,66,1,128000
2021,3,5,18,1,173762
2021,2,8,10,0,187442
2022,3,4,66,1,110500
2023,3,5,66,1,104000
2022,3,3,66,1,81000
2022,3,4,66,1,63000
2022,3,4,66,1,185900
2022,3,3,66,0,100000
2023,3,5,66,1,135000
2023,3,4,66,1,166000
2022,3,4,66,1,130000
2022,3,6,66,1,145000
2022,1,4,66,1,187200
2023,3,5,66,1,185900
2023,3,3,66,1,95000
2022,3,4,66,1,220000
2023,3,4,66,1,90000
2021,2,4,66,1,111775
2022,3,5,66,1,120000
2022,3,6,66,1,185000
2023,3,3,66,1,74178
2023,3,5,66,1,159832
2022,3,1,66,1,129300
2023,3,4,66,1,252000
2022,3,3,66,1,115934
2023,3,5,66,1,158677
2023,2,1,66,1,230000
2023,3,4,66,1,160000
2023,3,5,66,1,150000
2023,3,4,66,1,130000
2022,3,4,66,1,150000
2022,3,5,66,1,154000
2023,1,3,66,1,140000
2022,2,3,6,0,45050
2023,3,5,66,1,90000
2023,2,4,66,1,149600
2022,3,3,66,1,115934
2022,2,4,25,1,98506
2021,3,1,66,2,120000
2023,3,3,66,1,140000
2022,1,4,66,1,324000
2023,3,5,66,1,165000
2022,3,3,66,1,110925
2022,3,5,66,1,179775
2023,3,8,66,1,370000
2022,2,3,66,1,150000
2022,3,3,66,1,116000
2023,3,6,66,1,247500
2022,3,6,66,1,192600
2022,3,4,66,1,135000
2023,3,3,66,1,185900
2023,3,4,66,1,143860
2023,3,5,66,0,122900
2023,0,5,66,1,190000
2023,3,5,66,1,90000
2022,2,4,25,1,86193
2023,3,4,66,1,130000
2022,3,3,66,1,150260
2023,2,6,66,1,134000
2023,3,3,66,1,180000
2023,3,6,66,1,140000
2022,3,3,66,1,113000
2023,3,3,22,1,40777
2023,3,4,66,1,252000
2023,2,3,66,1,143000
2023,3,4,66,1,133300
2022,3,4,66,1,161000
2022,3,3,66,1,65000
2023,3,6,10,1,115000
2022,3,4,66,1,130000
2023,3,4,66,1,126000
2022,3,4,66,1,128875
2022,3,4,66,1,130000
2023,2,5,66,1,150000
2022,3,5,25,0,88256
2023,3,3,66,1,139000
2023,3,2,66,1,106000
2023,2,5,66,1,165000
2022,3,4,66,1,102100
2022,2,4,9,1,78000
2022,0,3,3,0,50000
2023,3,3,66,1,120000
2022,3,4,66,1,210000
2022,3,5,66,1,225000
2020,2,3,35,0,6072
2021,2,5,34,1,119059
2022,3,4,66,1,152500
2022,3,5,66,1,126500
2022,2,6,6,0,83864
2022,0,8,66,0,120000
2022,3,5,22,1,47280
2022,3,4,66,1,100000
2022,0,3,24,1,28368
2023,3,5,66,1,200160
2023,3,3,66,1,155000
2023,3,5,66,1,183000
2023,3,4,66,1,150000
2023,2,6,66,1,171600
2023,3,5,66,1,210000
2022,3,3,66,1,70000
2022,0,6,41,1,10000
2023,3,4,66,1,200000
2022,3,5,66,0,160000
2023,3,3,66,1,240500
2023,3,5,66,1,275300
2022,3,4,66,1,250000
2023,3,3,11,1,54685
2022,3,5,66,1,170000
2023,2,3,66,1,100000
2023,3,4,66,1,143200
2022,3,4,66,1,129300
2023,3,4,66,1,170000
2022,2,4,66,1,187000
2023,3,4,66,1,113000
2021,2,3,35,0,19609
2022,3,3,25,1,61566
2023,3,3,66,1,204500
2022,3,5,66,1,245000
2022,3,4,66,1,95000
2023,2,4,66,1,120000
2023,3,5,66,1,175000
2023,3,4,66,1,75000
2022,3,4,66,1,120000
2023,3,4,66,1,113000
2022,2,4,66,1,24000
2021,0,4,35,0,16228
2022,3,6,66,1,164000
2021,2,6,37,0,51064
2023,0,0,59,1,80000
2022,3,4,66,1,135000
2022,0,6,66,0,83000
2022,3,4,66,1,170000
2023,3,4,66,1,135000
2022,3,4,66,1,63000
2022,3,6,10,1,248400
2022,3,4,66,1,99000
2022,3,5,66,1,141525
2023,3,5,66,1,105200
2022,0,4,66,1,135000
2023,3,3,22,1,40777
2023,3,4,66,1,139000
2023,3,1,66,0,136000
2022,3,5,66,0,160000
2023,2,6,66,1,180000
2023,3,3,66,1,110000
2023,3,3,66,1,81666
2023,3,4,66,1,115000
2023,0,3,35,1,30000
2022,0,5,66,1,100000
2022,3,4,66,1,144854
2023,3,4,66,1,240000
2023,3,8,66,1,141288
2023,3,3,66,1,168400
2023,3,5,66,1,162500
2022,0,4,66,0,80000
2023,3,5,66,1,237000
2023,3,5,66,1,146000
2021,2,4,54,0,28476
2022,3,4,66,1,130000
2022,2,4,9,1,78000
2022,3,4,66,1,78000
2023,3,1,66,0,136000
2022,1,1,66,2,200000
2023,3,5,66,1,122000
2022,3,4,66,1,170000
2023,3,5,66,1,138750
2022,3,3,66,1,105000
2022,3,4,66,1,63000
2020,2,5,41,2,62726
2022,3,4,66,1,146000
2022,3,4,66,1,130000
2023,2,3,66,1,80000
2023,3,3,66,1,100000
2023,3,4,66,1,252000
2023,3,5,66,1,120000
2022,3,5,66,1,191475
2023,3,4,66,1,200000
2022,3,5,66,1,140000
2022,2,3,66,0,113000
2021,3,5,35,0,40570
2022,0,1,18,2,34672
2023,3,6,66,1,163800
2021,3,3,66,2,80000
2023,3,3,66,1,140000
2023,3,1,66,0,222200
2022,3,1,66,1,191475
2023,3,5,66,1,90700
2022,3,4,66,1,80000
2023,2,6,25,1,109006
2023,3,4,66,1,162000
2020,3,5,66,0,68428
2022,3,3,66,0,221300
2023,3,3,66,1,138900
2022,3,4,66,1,145000
2022,3,4,66,1,120000
2022,3,4,66,1,141300
2023,3,5,66,1,317070
2023,3,3,66,1,86466
2023,3,3,66,1,125000
2021,3,4,18,0,79197
2023,3,5,66,1,185000
2022,3,4,66,1,160000
2023,0,4,66,1,58000
2023,3,2,66,1,110000
2023,3,4,66,1,128000
2022,2,6,66,0,98200
2023,3,3,66,1,175000
